itemid,label,category,param_type,origin
228130,NEOB notified,7-Communication,Processes,chartevents
228131,Isosource 1.5 (1/2),Nutrition - Enteral,Solution,chartevents
228132,Isosource 1.5 (1/4),Nutrition - Enteral,Solution,chartevents
228133,Isosource 1.5 (2/3),Nutrition - Enteral,Solution,chartevents
228134,Isosource 1.5 (3/4),Nutrition - Enteral,Solution,chartevents
228135,Isosource 1.5 (Full),Nutrition - Enteral,Solution,chartevents
228136,Family notified of transfer,7-Communication,Processes,chartevents
228137,CHG Bath,Treatments,Checkbox,chartevents
228140,Dextrose 20%,Fluids/Intake,Solution,chartevents
228141,Dextrose 30%,Fluids/Intake,Solution,chartevents
228142,Dextrose 40%,Fluids/Intake,Solution,chartevents
228145,ABI Ankle BP L,IABP,Numeric,chartevents
228146,ABI Brachial BP R,IABP,Numeric,chartevents
228148,ABI Ankle BP R (Impella),Impella,Numeric,chartevents
228149,ABI Brachial BP L (Impella),Impella,Numeric,chartevents
228151,Aortic Pressure Signal - Diastolic,Impella,Numeric,chartevents
228152,Aortic Pressure Signal - Systolic,Impella,Numeric,chartevents
228153,Dual Signal Screen,Impella,Text,chartevents
228154,Flow Rate (Impella),Impella,Numeric,chartevents
228156,Performance Level,Impella,Text,chartevents
228157,Placement Monitoring Screen,Impella,Text,chartevents
228158,Purge Pressure,Impella,Numeric,chartevents
228159,Purge Solution Flow Rate,Impella,Numeric,chartevents
228160,Impella Aortic Pressure Tubing Change,Access Lines - Invasive,Date and time,chartevents
228162,Impella Catheter Position,Access Lines - Invasive,Numeric,chartevents
228163,Impella Catheter Repositioned,Access Lines - Invasive,Checkbox,chartevents
228164,Impella Catheter Site,Access Lines - Invasive,Text,chartevents
228165,Impella Daily Tubing Change,Access Lines - Invasive,Date and time,chartevents
228166,Impella Dressing Change,Access Lines - Invasive,Date and time,chartevents
228167,Impella Dressing Occlusive,Access Lines - Invasive,Checkbox,chartevents
228168,Impella Insertion Date,Access Lines - Invasive,Date and time,chartevents
228169,Impella Line,Access Lines - Invasive,Processes,chartevents
228170,Impella Line Discontinued,Access Lines - Invasive,Text,chartevents
228171,Impella Placement Confirmed,Access Lines - Invasive,Text,chartevents
228172,Impella Postion Confirmed,Access Lines - Invasive,Text,chartevents
228173,Impella Position,Access Lines - Invasive,Text,chartevents
228174,Impella Line Site Appear,Access Lines - Invasive,Text,chartevents
228175,Calibrated (PiCCO),PiCCO,Checkbox,chartevents
228176,CFI (PiCCO),PiCCO,Numeric,chartevents
228177,CI (PiCCO),PiCCO,Numeric,chartevents
228178,CO (PiCCO),PiCCO,Numeric,chartevents
228179,ELWI (PiCCO),PiCCO,Numeric,chartevents
228180,GEDI (PiCCO),PiCCO,Numeric,chartevents
228181,ITBVI (PiCCO),PiCCO,Numeric,chartevents
228182,SVI (PiCCO),PiCCO,Numeric,chartevents
228183,SVRI (PiCCO)_OLD_1,PiCCO,Numeric,chartevents
228184,SVV (PiCCO),PiCCO,Numeric,chartevents
228185,SVRI (PiCCO),PiCCO,Numeric,chartevents
228186,Access Site Observed (Tandem Heart),Tandem Heart,Checkbox,chartevents
228187,Cannulas Visible,Tandem Heart,Checkbox,chartevents
228188,Change in Blood Color,Tandem Heart,Checkbox,chartevents
228189,CO-Tandem Heart Flow,Tandem Heart,Numeric,chartevents
228190,Infusate Drops/Minute,Tandem Heart,Numeric,chartevents
228191,Infusion Pressure of Line,Tandem Heart,Numeric,chartevents
228192,Oxygenator Sweep Rate,Tandem Heart,Numeric,chartevents
228193,Oxygenator/ECMO,Tandem Heart,Checkbox,chartevents
228194,Peripheral Pulses (Tandem Heart),Tandem Heart,Text,chartevents
228195,Pump Speed,Tandem Heart,Numeric,chartevents
228196,Return Site Observed (Tandem Heart),Tandem Heart,Checkbox,chartevents
228198,Tandem Heart Flow,Tandem Heart,Numeric,chartevents
228199,Type (Tandem Heart),Tandem Heart,Text,chartevents
228200,Vibration in Line,Tandem Heart,Checkbox,chartevents
228201,Tandem Heart Inflow Line,Access Lines - Invasive,Processes,chartevents
228202,Tandem Heart Outflow Line,Access Lines - Invasive,Processes,chartevents
228203,Tandem Heart Access Line Cannula Site,Access Lines - Invasive,Text,chartevents
228204,Tandem Heart Access Line Catheter Length,Access Lines - Invasive,Numeric,chartevents
228206,Tandem Heart Access Line Discontinued,Access Lines - Invasive,Text,chartevents
228207,Tandem Heart Access Line Dressing Change,Access Lines - Invasive,Date and time,chartevents
228208,Tandem Heart Access Line Dressing Occlusive,Access Lines - Invasive,Checkbox,chartevents
228209,Tandem Heart Access Line Insertion Date,Access Lines - Invasive,Date and time,chartevents
228210,Tandem Heart Access Line Position,Access Lines - Invasive,Text,chartevents
228211,Tandem Heart Access Line Postion Confirmed,Access Lines - Invasive,Text,chartevents
228212,Tandem Heart Access Line Pump Housing Checked,Access Lines - Invasive,Checkbox,chartevents
228213,Tandem Heart Access Line Repositioned,Access Lines - Invasive,Checkbox,chartevents
228214,Tandem Heart Access Line Site Appear,Access Lines - Invasive,Text,chartevents
228215,Tandem Heart Access Line Tubing Change,Access Lines - Invasive,Date and time,chartevents
228216,Tandem Heart Access Line Type,Access Lines - Invasive,Text,chartevents
228217,Tandem Heart Return Cannula Discontinued,Access Lines - Invasive,Text,chartevents
228218,Tandem Heart Return Cannula Dressing Change,Access Lines - Invasive,Date and time,chartevents
228219,Tandem Heart Return Cannula Dressing Occlusive,Access Lines - Invasive,Checkbox,chartevents
228221,Tandem Heart Return Cannula Insertion Date,Access Lines - Invasive,Date and time,chartevents
228222,Tandem Heart Return Cannula Migration,Access Lines - Invasive,Checkbox,chartevents
228223,Tandem Heart Return Cannula Position,Access Lines - Invasive,Text,chartevents
228224,Tandem Heart Return Cannula Repositioned,Access Lines - Invasive,Checkbox,chartevents
228225,Tandem Heart Return Cannula Site,Access Lines - Invasive,Text,chartevents
228226,Tandem Heart Return Cannula Site Appear,Access Lines - Invasive,Text,chartevents
228227,Tandem Heart Return Cannula Size,Access Lines - Invasive,Text,chartevents
228228,"Family meeting attempted, unable",7-Communication,Processes,chartevents
228229,PAR-Activity,Routine Vital Signs,Text,chartevents
228230,PAR-Circulation,Routine Vital Signs,Text,chartevents
228231,PAR-Consciousness,Routine Vital Signs,Text,chartevents
228232,PAR-Oxygen saturation,Routine Vital Signs,Text,chartevents
228233,PAR-Remain sedated,Routine Vital Signs,Checkbox,chartevents
228234,PAR-Respiration,Routine Vital Signs,Text,chartevents
228236,Insulin pump,Adm History/FHPA,Checkbox,chartevents
228239,Phenytoin (Free) (SOFT),Labs,Numeric,chartevents
228240,D-Dimer (SOFT),Labs,Numeric with tag,chartevents
228241,Ammonia (Soft)_OLD_1,Labs,Numeric,chartevents
228242,Pt. Temperature (BG) (SOFT),Labs,Numeric,chartevents
228243,PH (SOFT),Labs,Numeric,chartevents
228260,FM Pt Preferences,Family Mtg Note,Checkbox,chartevents
228261,FM CM Consult,Family Mtg Note,Checkbox,chartevents
228263,FM Concerns elicited,Family Mtg Note,Checkbox,chartevents
228264,FM Condition Rev,Family Mtg Note,Checkbox,chartevents
228265,FM Prehuddle,Family Mtg Note,Checkbox,chartevents
228266,FM Date/Time,Family Mtg Note,Date and time,chartevents
228267,FM Discord noted,Family Mtg Note,Checkbox,chartevents
228268,FM Dx reviewed,Family Mtg Note,Checkbox,chartevents
228270,FM ICU-Hosp duration,Family Mtg Note,Checkbox,chartevents
228271,FM Intepreter present,Family Mtg Note,Checkbox,chartevents
228272,FM Location,Family Mtg Note,Text,chartevents
228273,FM Measures,Family Mtg Note,Checkbox,chartevents
228276,FM Prognosis reviewed,Family Mtg Note,Checkbox,chartevents
228277,FM Pt present,Family Mtg Note,Checkbox,chartevents
228279,FM Spirit/cultural,Family Mtg Note,Checkbox,chartevents
228282,FM SW consult,Family Mtg Note,Checkbox,chartevents
228283,FM Sx controlled,Family Mtg Note,Checkbox,chartevents
228284,FM Time spent,Family Mtg Note,Numeric,chartevents
228285,FM Tx/goals,Family Mtg Note,Checkbox,chartevents
228286,Intraosseous Device,Access Lines - Invasive,Processes,chartevents
228290,IO Dressing,Access Lines - Invasive,Text,chartevents
228291,IO Insertion Date,Access Lines - Invasive,Date and time,chartevents
228292,IO Placed in outside facility,Access Lines - Invasive,Text,chartevents
228293,IO Site Appearance,Access Lines - Invasive,Text,chartevents
228294,IO Wristband in place,Access Lines - Invasive,Text,chartevents
228296,PCA concentrations,Pain/Sedation,Text,chartevents
228297,Daily Wake Up Deferred,Pain/Sedation,Text,chartevents
228298,Daily Wake Up,Pain/Sedation,Text,chartevents
228299,Goal Richmond-RAS Scale,Pain/Sedation,Text,chartevents
228300,CAM-ICU MS change,Pain/Sedation,Text,chartevents
228301,CAM-ICU Inattention,Pain/Sedation,Text,chartevents
228302,CAM-ICU RASS LOC,Pain/Sedation,Text,chartevents
228303,CAM-ICU Disorganized thinking,Pain/Sedation,Text,chartevents
228305,ST Segment Monitoring On,Alarms,Checkbox,chartevents
228306,Assistance Device,Treatments,Text,chartevents
228307,GI #1 Tube Place Check,GI/GU,Text,chartevents
228308,GI #1 Tube Place Method,GI/GU,Text,chartevents
228309,GI #2 Tube Place Check,GI/GU,Text,chartevents
228310,GI #2 Tube Place Method,GI/GU,Text,chartevents
228311,GI #3 Tube Place Check,GI/GU,Text,chartevents
228312,GI #3 Tube Place Method,GI/GU,Text,chartevents
228315,Acetaminophen-IV,Medications,Solution,chartevents
228316,Levetiracetam (Keppra),Medications,Solution,chartevents
228317,Calcium Gluconate (Bolus)_OLD_1,Medications,Solution,chartevents
228318,Shivering Assessment,Treatments,Text,chartevents
228319,PC Assessment of spiritual issues,Pastoral Care Note,Text,chartevents
228321,PC Date,Pastoral Care Note,Date and time,chartevents
228322,PC Interpreter present,Pastoral Care Note,Checkbox,chartevents
228323,PC Ministries offered,Pastoral Care Note,Text,chartevents
228324,PC Spiritual interventions,Pastoral Care Note,Text,chartevents
228326,PC Sacrament of the Sick,Pastoral Care Note,Text,chartevents
228327,PC Reason for visit,Pastoral Care Note,Text,chartevents
228328,PC Source of assessment data,Pastoral Care Note,Text,chartevents
228331,PC Time of visit,Pastoral Care Note,Date and time,chartevents
228332,Delirium assessment,Pain/Sedation,Text,chartevents
228334,CAM-ICU Altered LOC,Pain/Sedation,Text,chartevents
228335,CAM-ICU Disorganized thinking,Pain/Sedation,Text,chartevents
228336,CAM-ICU Inattention,Pain/Sedation,Text,chartevents
228337,CAM-ICU MS Change,Pain/Sedation,Text,chartevents
228339,Amiodarone 600/500,Medications,Solution,chartevents
228340,Furosemide (Lasix) 250/50,Medications,Solution,chartevents
228341,NaCl 23.4%,Fluids/Intake,Solution,chartevents
228343,OCAT - Lips Tongue Gums Palate,Treatments,Text,chartevents
228344,"OCAT - Saliva secretions, Voice quality",Treatments,Text,chartevents
228345,OCAT - Swallow,Treatments,Text,chartevents
228346,OCAT - Teeth,Treatments,Text,chartevents
228348,Nepro (1/2),Nutrition - Enteral,Solution,chartevents
228349,Nepro (1/4),Nutrition - Enteral,Solution,chartevents
228350,Nepro (3/4),Nutrition - Enteral,Solution,chartevents
228351,Nepro (Full),Nutrition - Enteral,Solution,chartevents
228352,Enlive (1/2),Nutrition - Enteral,Solution,chartevents
228353,Enlive (1/4),Nutrition - Enteral,Solution,chartevents
228354,Enlive (3/4),Nutrition - Enteral,Solution,chartevents
228355,Enlive (Full),Nutrition - Enteral,Solution,chartevents
228356,Glucerna (1/2),Nutrition - Enteral,Solution,chartevents
228357,Glucerna (1/4),Nutrition - Enteral,Solution,chartevents
228358,Glucerna (3/4),Nutrition - Enteral,Solution,chartevents
228359,Glucerna (Full),Nutrition - Enteral,Solution,chartevents
228360,Pulmocare (1/2),Nutrition - Enteral,Solution,chartevents
228361,Pulmocare (1/4),Nutrition - Enteral,Solution,chartevents
228362,Pulmocare (3/4),Nutrition - Enteral,Solution,chartevents
228363,Pulmocare (Full),Nutrition - Enteral,Solution,chartevents
228364,Two Cal HN (1/2),Nutrition - Enteral,Solution,chartevents
228365,Two Cal HN (1/4),Nutrition - Enteral,Solution,chartevents
228366,Two Cal HN (3/4),Nutrition - Enteral,Solution,chartevents
228367,Two Cal HN (Full),Nutrition - Enteral,Solution,chartevents
228368,Cardiac Index (CI NICOM),NICOM,Numeric,chartevents
228369,Cardiac Output (CO NICOM),NICOM,Numeric,chartevents
228370,CO / CI Change,NICOM,Numeric,chartevents
228371,DO2I (NICOM),NICOM,Numeric,chartevents
228372,Leg Raise Result (NICOM),NICOM,Text,chartevents
228373,Passive Leg Raise Performed,NICOM,Text,chartevents
228374,Stroke Volume (SV NICOM),NICOM,Numeric,chartevents
228375,Stroke Volume Index (SVI NICOM),NICOM,Numeric,chartevents
228376,Stroke Volume Variation (SVV NICOM),NICOM,Numeric,chartevents
228377,SVI Change,NICOM,Numeric,chartevents
228378,TFCd (NICOM),NICOM,Numeric,chartevents
228379,TFCd0 (NICOM),NICOM,Numeric,chartevents
228380,Thoracic Fluid Content (TFC) (NICOM),NICOM,Numeric,chartevents
228381,Total Peripheral Resistance (TPR) (NICOM),NICOM,Numeric,chartevents
228382,Total Peripheral Resistance Index (TPRI) (NICOM),NICOM,Numeric,chartevents
228383,Peptamen Bariatric (Full),Nutrition - Enteral,Solution,chartevents
228384,Number of days (CVL),CVL Insertion,Numeric,chartevents
228385,Chloride (serum) (soft),Labs,Numeric with tag,chartevents
228386,Chloride (whole blood) (soft),Labs,Numeric with tag,chartevents
228388,Glucose (whole blood) (soft),Labs,Numeric with tag,chartevents
228389,Sodium (serum) (soft),Labs,Numeric with tag,chartevents
228390,Sodium (whole blood) (soft),Labs,Numeric with tag,chartevents
228391,Ammonia (SOFT),Labs,Numeric with tag,chartevents
228392,Alsius Bath Temp,Treatments,Numeric,chartevents
228393,Bath,Treatments,Text,chartevents
228394,Orientation to Person,Neurological,Text,chartevents
228395,Orientation to Place,Neurological,Text,chartevents
228396,Orientation to Time,Neurological,Text,chartevents
228397,Commands Response,Neurological,Text,chartevents
228398,Commands,Neurological,Text,chartevents
228399,Facial Droop,Neurological,Text,chartevents
228400,Visual Field Cut,Neurological,Text,chartevents
228401,Pronator Drift,Neurological,Text,chartevents
228402,Neurological Symptoms,Neurological,Text,chartevents
228404,Motor L Arm,Neurological,Text,chartevents
228405,Motor L Leg,Neurological,Text,chartevents
228406,Motor R Arm,Neurological,Text,chartevents
228407,Motor R Leg,Neurological,Text,chartevents
228409,Strength L Arm,Neurological,Text,chartevents
228410,Strength L Leg,Neurological,Text,chartevents
228411,Strength R Leg,Neurological,Text,chartevents
228412,Strength R Arm,Neurological,Text,chartevents
228413,Seizure Activity,Neurological,Text,chartevents
228414,Speech,Neurological,Text,chartevents
228415,Corneal Reflex Left,Neurological,Text,chartevents
228416,Corneal Reflex Right,Neurological,Text,chartevents
228419,Compression device # 1,Cardiovascular,Text,chartevents
228420,Compression device # 2,Cardiovascular,Text,chartevents
228425,Complications (MBAL),Bronchoscopy,Text,chartevents
228426,Complications - bleeding (MBAL),Bronchoscopy,Text,chartevents
228427,Contraindications (MBAL),Bronchoscopy,Text,chartevents
228429,Critical Proc Steps (MBAL),Bronchoscopy,Text,chartevents
228430,Indications (MBAL),Bronchoscopy,Text,chartevents
228434,Route (MBAL),Bronchoscopy,Text,chartevents
228435,Volume instilled (MBAL),Bronchoscopy,Numeric,chartevents
228436,Volume obtained (MBAL),Bronchoscopy,Numeric,chartevents
228437,Hand cleansing prior to procedure (MBAL),Bronchoscopy,Text,chartevents
228438,Timeout performed by (MBAL),Bronchoscopy,Text,chartevents
228439,Patient identified correctly (MBAL),Bronchoscopy,Text,chartevents
228440,Verification of (MBAL),Bronchoscopy,Text,chartevents
228441,Barrier precautions in place (MBAL),Bronchoscopy,Text,chartevents
228442,BIS - EMG,Pain/Sedation,Text,chartevents
228443,BIS - SQI,Pain/Sedation,Text,chartevents
228444,BIS Index Range,Pain/Sedation,Numeric,chartevents
228445,Angio Appearance # 3,Cardiovascular,Text,chartevents
